Tlin11583-RA	f47b2e8d038368e3bf39ba79d1364618	90	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	62	84	-	T	19-02-2024	-	-
Tlin07932-RA	f6ea521b4dac836cb2e47c219aad34ae	563	SUPERFAMILY	SSF52402	Adenine nucleotide alpha hydrolases-like	224	503	2.43E-64	T	19-02-2024	-	-
Tlin07932-RA	f6ea521b4dac836cb2e47c219aad34ae	563	Pfam	PF13537	Glutamine amidotransferase domain	50	166	2.3E-24	T	19-02-2024	IPR017932	Glutamine amidotransferase type 2 domain	-
Tlin07932-RA	f6ea521b4dac836cb2e47c219aad34ae	563	SUPERFAMILY	SSF56235	N-terminal nucleophile aminohydrolases (Ntn hydrolases)	1	170	4.89E-39	T	19-02-2024	IPR029055	Nucleophile aminohydrolases, N-terminal	-
Tlin07932-RA	f6ea521b4dac836cb2e47c219aad34ae	563	Gene3D	G3DSA:3.60.20.10	Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1	1	182	4.4E-37	T	19-02-2024	IPR029055	Nucleophile aminohydrolases, N-terminal	-
Tlin13033-RA	414adad0482c50d283b923ff8808e5a5	123	Gene3D	G3DSA:1.10.268.10	Topoisomerase, domain 3	39	119	3.9E-15	T	19-02-2024	IPR013757	DNA topoisomerase, type IIA, alpha-helical domain superfamily	GO:0003677|GO:0003918|GO:0005524
Tlin13033-RA	414adad0482c50d283b923ff8808e5a5	123	SUPERFAMILY	SSF56719	Type II DNA topoisomerase	3	112	7.19E-8	T	19-02-2024	IPR013760	DNA topoisomerase, type IIA-like domain superfamily	GO:0003918|GO:0005524
Tlin14043-RA	6c997a11417d57d73636fb215c78bd47	379	Pfam	PF03564	Protein of unknown function (DUF1759)	130	272	1.7E-34	T	19-02-2024	IPR005312	Protein of unknown function DUF1759	-
Tlin02443-RA	56672061492e12f58e61997e373dd7f5	237	Gene3D	G3DSA:3.15.10.30	Haemolymph juvenile hormone binding protein	46	237	1.9E-14	T	19-02-2024	IPR038606	Takeout superfamily	-
Tlin02443-RA	56672061492e12f58e61997e373dd7f5	237	PANTHER	PTHR11008	UNCHARACTERIZED	8	231	7.0E-11	T	19-02-2024	-	-
Tlin02443-RA	56672061492e12f58e61997e373dd7f5	237	Pfam	PF06585	Haemolymph juvenile hormone binding protein (JHBP)	51	231	1.6E-13	T	19-02-2024	IPR010562	Haemolymph juvenile hormone binding	-
Tlin14476-RA	932b70ca61dbb147bd876d6c2fa713a3	103	Pfam	PF05485	THAP domain	18	71	3.0E-6	T	19-02-2024	IPR006612	THAP-type zinc finger	-
Tlin14476-RA	932b70ca61dbb147bd876d6c2fa713a3	103	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	78	100	-	T	19-02-2024	-	-
Tlin14476-RA	932b70ca61dbb147bd876d6c2fa713a3	103	SUPERFAMILY	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)	14	72	9.84E-7	T	19-02-2024	-	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	Pfam	PF00060	Ligand-gated ion channel	311	502	1.5E-14	T	19-02-2024	IPR001320	Ionotropic glutamate receptor, C-terminal	GO:0015276|GO:0016020
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	Pfam	PF10613	Ligated ion channel L-glutamate- and glycine-binding site	221	294	3.2E-8	T	19-02-2024	IPR019594	Ionotropic glutamate receptor, L-glutamate and glycine-binding domain	GO:0004970|GO:0016020
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	Pfam	PF00151	Lipase	634	966	5.8E-81	T	19-02-2024	IPR013818	Lipase	GO:0016298
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	Gene3D	G3DSA:3.40.50.1820	alpha/beta hydrolase	633	968	1.5E-121	T	19-02-2024	IPR029058	Alpha/Beta hydrolase fold	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	Gene3D	G3DSA:3.20.20.80	Glycosidases	1703	2007	6.0E-76	T	19-02-2024	-	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	650	967	3.14E-76	T	19-02-2024	IPR029058	Alpha/Beta hydrolase fold	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	SUPERFAMILY	SSF54556	Chitinase insertion domain	1893	1964	1.47E-6	T	19-02-2024	IPR029070	Chitinase insertion domain superfamily	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	CDD	cd00707	Pancreat_lipase_like	662	962	5.96865E-112	T	19-02-2024	IPR033906	Lipase, N-terminal	GO:0006629
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	308	330	-	T	19-02-2024	-	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	Gene3D	G3DSA:3.40.190.10	-	187	304	6.5E-10	T	19-02-2024	-	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	PANTHER	PTHR11610	LIPASE	598	979	2.6E-118	T	19-02-2024	IPR000734	Triacylglycerol lipase family	GO:0016298
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	ProSitePatterns	PS01095	Glycosyl hydrolases family 18 (GH18) active site signature.	1774	1782	-	T	19-02-2024	IPR001579	Glycosyl hydrolases family 18 (GH18) active site	GO:0004553|GO:0005975
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	217	555	4.25E-24	T	19-02-2024	-	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	Gene3D	G3DSA:1.10.287.70	-	305	449	4.4E-19	T	19-02-2024	-	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	Gene3D	G3DSA:3.10.50.10	-	1890	1964	6.0E-76	T	19-02-2024	IPR029070	Chitinase insertion domain superfamily	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	Pfam	PF00704	Glycosyl hydrolases family 18	1705	1992	2.9E-57	T	19-02-2024	IPR001223	Glycoside hydrolase family 18, catalytic domain	GO:0005975
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	SUPERFAMILY	SSF51445	(Trans)glycosidases	1700	2012	2.66E-60	T	19-02-2024	IPR017853	Glycoside hydrolase superfamily	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	353	372	-	T	19-02-2024	-	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	561	583	-	T	19-02-2024	-	-
Tlin06417-RA	493de7dc59759def0333efe0786c46f1	2015	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	382	404	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	SUPERFAMILY	SSF90123	ABC transporter transmembrane region	311	622	1.2E-38	T	19-02-2024	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524|GO:0016020
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	441	458	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	ProSitePatterns	PS00211	ABC transporters family signature.	1432	1446	-	T	19-02-2024	IPR017871	ABC transporter-like, conserved site	GO:0005524|GO:0016887
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	1109	1131	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	Gene3D	G3DSA:3.40.50.300	-	1281	1506	1.5E-74	T	19-02-2024	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	Gene3D	G3DSA:1.20.1560.10	ABC transporter type 1, transmembrane domain	306	622	7.3E-60	T	19-02-2024	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524|GO:0016020
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	Gene3D	G3DSA:1.20.1560.10	ABC transporter type 1, transmembrane domain	936	1276	2.7E-63	T	19-02-2024	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524|GO:0016020
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	Pfam	PF00005	ABC transporter	1313	1460	4.6E-29	T	19-02-2024	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	1200	1222	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	364	386	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	PANTHER	PTHR24223	ATP-BINDING CASSETTE SUB-FAMILY C	242	1504	0.0	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	1288	1504	1.98E-61	T	19-02-2024	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	ProSitePatterns	PS00211	ABC transporters family signature.	812	826	-	T	19-02-2024	IPR017871	ABC transporter-like, conserved site	GO:0005524|GO:0016887
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	Gene3D	G3DSA:3.40.50.300	-	652	914	1.8E-66	T	19-02-2024	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	CDD	cd18605	ABC_6TM_MRP7_D2_like	978	1272	2.509E-137	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	1232	1254	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	142	164	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	174	196	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	692	899	3.77E-51	T	19-02-2024	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	959	981	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	462	484	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	1082	1104	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	Pfam	PF00005	ABC transporter	700	837	8.3E-22	T	19-02-2024	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	1020	1042	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	SUPERFAMILY	SSF90123	ABC transporter transmembrane region	967	1278	2.35E-50	T	19-02-2024	IPR036640	ABC transporter type 1, transmembrane domain superfamily	GO:0005524|GO:0016020
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	CDD	cd03250	ABCC_MRP_domain1	684	886	1.75481E-97	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	38	60	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	73	95	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	319	341	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	Pfam	PF00664	ABC transporter transmembrane region	328	594	1.5E-29	T	19-02-2024	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0016020|GO:0055085|GO:0140359
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	Pfam	PF00664	ABC transporter transmembrane region	977	1241	1.9E-33	T	19-02-2024	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0016020|GO:0055085|GO:0140359
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	581	603	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	108	130	-	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	CDD	cd03244	ABCC_MRP_domain2	1294	1504	4.91005E-111	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	CDD	cd18598	ABC_6TM_MRP7_D1_like	328	614	1.40154E-146	T	19-02-2024	-	-
Tlin04540-RA	75fdf92c8f009185772e7627e9822281	1508	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	549	571	-	T	19-02-2024	-	-
Tlin06278-RA	ade7a676699b8b39bbc6b54062851a18	384	SUPERFAMILY	SSF46689	Homeodomain-like	251	318	1.03E-20	T	19-02-2024	IPR009057	Homeobox-like domain superfamily	-
Tlin06278-RA	ade7a676699b8b39bbc6b54062851a18	384	CDD	cd00086	homeodomain	261	318	1.0951E-19	T	19-02-2024	IPR001356	Homeobox domain	GO:0003677
Tlin06278-RA	ade7a676699b8b39bbc6b54062851a18	384	PANTHER	PTHR24333	HOMEO BOX HB9 LIKE A-RELATED	181	338	2.1E-37	T	19-02-2024	-	-
Tlin06278-RA	ade7a676699b8b39bbc6b54062851a18	384	ProSitePatterns	PS00027	'Homeobox' domain signature.	293	316	-	T	19-02-2024	IPR017970	Homeobox, conserved site	GO:0000981|GO:0006355
Tlin06278-RA	ade7a676699b8b39bbc6b54062851a18	384	Gene3D	G3DSA:1.10.10.60	-	221	321	5.7E-23	T	19-02-2024	-	-
Tlin06278-RA	ade7a676699b8b39bbc6b54062851a18	384	Pfam	PF00046	Homeodomain	261	317	1.4E-19	T	19-02-2024	IPR001356	Homeobox domain	GO:0003677
Tlin11137-RA	9919fee35a7f67610e0b00fb480e5a2c	102	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	6	23	-	T	19-02-2024	-	-
Tlin08493-RA	3d165a6cb082778b91328f8b8c25e8f0	364	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	47	337	1.54E-55	T	19-02-2024	IPR036291	NAD(P)-binding domain superfamily	-
Tlin08493-RA	3d165a6cb082778b91328f8b8c25e8f0	364	Gene3D	G3DSA:3.40.50.720	-	39	339	3.1E-72	T	19-02-2024	-	-
Tlin08493-RA	3d165a6cb082778b91328f8b8c25e8f0	364	Pfam	PF00106	short chain dehydrogenase	51	190	1.2E-31	T	19-02-2024	IPR002347	Short-chain dehydrogenase/reductase SDR	-
Tlin08493-RA	3d165a6cb082778b91328f8b8c25e8f0	364	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	15	37	-	T	19-02-2024	-	-
Tlin08493-RA	3d165a6cb082778b91328f8b8c25e8f0	364	PANTHER	PTHR43157	PHOSPHATIDYLINOSITOL-GLYCAN BIOSYNTHESIS CLASS F PROTEIN-RELATED	41	338	2.0E-79	T	19-02-2024	-	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	SUPERFAMILY	SSF82185	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain	27	76	6.67E-9	T	19-02-2024	-	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Pfam	PF00650	CRAL/TRIO domain	281	392	1.1E-16	T	19-02-2024	IPR001251	CRAL-TRIO lipid binding domain	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	SUPERFAMILY	SSF46938	CRAL/TRIO N-terminal domain	226	271	2.49E-14	T	19-02-2024	IPR036273	CRAL/TRIO, N-terminal domain superfamily	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	SUPERFAMILY	SSF82185	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain	89	191	2.48E-26	T	19-02-2024	-	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	PANTHER	PTHR23324	SEC14 RELATED PROTEIN	216	390	1.7E-89	T	19-02-2024	-	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Pfam	PF03765	CRAL/TRIO, N-terminal domain	229	254	7.3E-7	T	19-02-2024	IPR011074	CRAL/TRIO, N-terminal domain	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Gene3D	G3DSA:2.20.110.10	-	20	88	7.9E-6	T	19-02-2024	-	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Gene3D	G3DSA:2.20.110.10	-	93	142	4.5E-10	T	19-02-2024	-	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Gene3D	G3DSA:2.20.110.10	-	143	208	2.8E-11	T	19-02-2024	-	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	SUPERFAMILY	SSF52087	CRAL/TRIO domain	272	437	2.35E-28	T	19-02-2024	IPR036865	CRAL-TRIO lipid binding domain superfamily	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Pfam	PF02493	MORN repeat	91	112	7.8E-6	T	19-02-2024	IPR003409	MORN repeat	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Pfam	PF02493	MORN repeat	62	77	0.068	T	19-02-2024	IPR003409	MORN repeat	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Pfam	PF02493	MORN repeat	114	135	0.02	T	19-02-2024	IPR003409	MORN repeat	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Pfam	PF02493	MORN repeat	38	54	0.001	T	19-02-2024	IPR003409	MORN repeat	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Pfam	PF02493	MORN repeat	160	175	0.0018	T	19-02-2024	IPR003409	MORN repeat	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Pfam	PF02493	MORN repeat	137	159	3.5E-5	T	19-02-2024	IPR003409	MORN repeat	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Gene3D	G3DSA:3.40.525.10	-	214	440	3.0E-59	T	19-02-2024	IPR036865	CRAL-TRIO lipid binding domain superfamily	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	CDD	cd00170	SEC14	274	408	5.91415E-16	T	19-02-2024	IPR001251	CRAL-TRIO lipid binding domain	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	Gene3D	G3DSA:2.60.120.680	GOLD domain	455	545	2.7E-15	T	19-02-2024	-	-
Tlin09276-RA	e2ce80f80b28308c3f26c77783a89a6a	569	SUPERFAMILY	SSF101576	Supernatant protein factor (SPF), C-terminal domain	456	547	1.57E-13	T	19-02-2024	IPR036598	GOLD domain superfamily	-
Tlin11458-RA	0ccd4c767f6b56ab8995d1ffc66ab78a	328	CDD	cd07521	HAD_FCP1-like	60	201	5.7846E-57	T	19-02-2024	-	-
Tlin11458-RA	0ccd4c767f6b56ab8995d1ffc66ab78a	328	Gene3D	G3DSA:3.40.50.1000	-	50	237	3.9E-57	T	19-02-2024	IPR023214	HAD superfamily	-
Tlin11458-RA	0ccd4c767f6b56ab8995d1ffc66ab78a	328	PANTHER	PTHR12210	DULLARD PROTEIN PHOSPHATASE	49	234	6.2E-49	T	19-02-2024	-	-
Tlin11458-RA	0ccd4c767f6b56ab8995d1ffc66ab78a	328	Pfam	PF03031	NLI interacting factor-like phosphatase	61	230	1.7E-47	T	19-02-2024	IPR004274	FCP1 homology domain	-
Tlin11458-RA	0ccd4c767f6b56ab8995d1ffc66ab78a	328	SUPERFAMILY	SSF56784	HAD-like	51	234	8.25E-47	T	19-02-2024	IPR036412	HAD-like superfamily	-
Tlin12506-RA	4a5e42e24e5007b5d6267deb52f90d94	216	PANTHER	PTHR23098	AGAP001331-PA-RELATED	5	86	4.7E-12	T	19-02-2024	-	-
Tlin13250-RA	38fd57594c94cce2bedd090b900ece0a	370	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	127	146	-	T	19-02-2024	-	-
Tlin13250-RA	38fd57594c94cce2bedd090b900ece0a	370	Pfam	PF02949	7tm Odorant receptor	60	291	4.0E-13	T	19-02-2024	IPR004117	Olfactory receptor, insect	GO:0004984|GO:0005549|GO:0007608|GO:0016020
Tlin13250-RA	38fd57594c94cce2bedd090b900ece0a	370	Pfam	PF02949	7tm Odorant receptor	305	362	6.7E-11	T	19-02-2024	IPR004117	Olfactory receptor, insect	GO:0004984|GO:0005549|GO:0007608|GO:0016020
Tlin13250-RA	38fd57594c94cce2bedd090b900ece0a	370	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	25	42	-	T	19-02-2024	-	-
Tlin13250-RA	38fd57594c94cce2bedd090b900ece0a	370	PANTHER	PTHR21137	ODORANT RECEPTOR	17	297	6.9E-28	T	19-02-2024	IPR004117	Olfactory receptor, insect	GO:0004984|GO:0005549|GO:0007608|GO:0016020
Tlin13250-RA	38fd57594c94cce2bedd090b900ece0a	370	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	186	208	-	T	19-02-2024	-	-
Tlin06135-RA	405dcc10ff61f7ce7cbdd82934a979e9	610	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	63	85	-	T	19-02-2024	-	-
Tlin06135-RA	405dcc10ff61f7ce7cbdd82934a979e9	610	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	526	548	-	T	19-02-2024	-	-
Tlin06135-RA	405dcc10ff61f7ce7cbdd82934a979e9	610	SUPERFAMILY	SSF81321	Family A G protein-coupled receptor-like	7	605	2.75E-45	T	19-02-2024	-	-
Tlin06135-RA	405dcc10ff61f7ce7cbdd82934a979e9	610	ProSitePatterns	PS00237	G-protein coupled receptors family 1 signature.	33	49	-	T	19-02-2024	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930|GO:0007186|GO:0016020
Tlin06135-RA	405dcc10ff61f7ce7cbdd82934a979e9	610	Pfam	PF00001	7 transmembrane receptor (rhodopsin family)	8	582	1.0E-48	T	19-02-2024	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930|GO:0007186|GO:0016020
Tlin06135-RA	405dcc10ff61f7ce7cbdd82934a979e9	610	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	108	130	-	T	19-02-2024	-	-
Tlin06135-RA	405dcc10ff61f7ce7cbdd82934a979e9	610	Gene3D	G3DSA:1.20.1070.10	-	2	199	9.4E-29	T	19-02-2024	-	-
Tlin06135-RA	405dcc10ff61f7ce7cbdd82934a979e9	610	Gene3D	G3DSA:1.20.1070.10	-	490	608	4.4E-26	T	19-02-2024	-	-
Tlin06135-RA	405dcc10ff61f7ce7cbdd82934a979e9	610	PANTHER	PTHR24247	5-HYDROXYTRYPTAMINE RECEPTOR	7	602	2.0E-67	T	19-02-2024	-	-
Tlin06135-RA	405dcc10ff61f7ce7cbdd82934a979e9	610	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	20	42	-	T	19-02-2024	-	-
Tlin06135-RA	405dcc10ff61f7ce7cbdd82934a979e9	610	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	563	585	-	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	212	234	-	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	91	113	-	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	316	335	-	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	34	56	-	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	340	362	-	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	2	24	-	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	254	276	-	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	286	303	-	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	117	134	-	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	PANTHER	PTHR11785	AMINO ACID TRANSPORTER	1	186	2.2E-114	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	Gene3D	G3DSA:1.20.1740.10	Amino acid/polyamine transporter I	1	368	2.0E-65	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	147	169	-	T	19-02-2024	-	-
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	Pfam	PF13520	Amino acid permease	205	349	7.1E-13	T	19-02-2024	IPR002293	Amino acid/polyamine transporter I	GO:0016020|GO:0022857|GO:0055085
Tlin12959-RA	00b89031b3e329a6584f985f7c866c44	390	Pfam	PF13520	Amino acid permease	3	197	1.2E-22	T	19-02-2024	IPR002293	Amino acid/polyamine transporter I	GO:0016020|GO:0022857|GO:0055085
Tlin13872-RA	19264897229a0f6ebec151379dbb06b1	254	Pfam	PF03564	Protein of unknown function (DUF1759)	120	252	8.5E-32	T	19-02-2024	IPR005312	Protein of unknown function DUF1759	-
Tlin01803-RA	c1a605ff53e27d0d170d95b521b80c2b	315	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	218	240	-	T	19-02-2024	-	-
